,Número Licitação,Código UG,Nome UG,Código Modalidade Compra,Modalidade Compra,Número Processo,Objeto,Situação Licitação,Código Órgão Superior,Nome Órgão Superior,Código Órgão,Nome Órgão,Município,Data Resultado Compra,Data Abertura,total,tipo,TAG
265,22021,254445,INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS,7,Inexigibilidade de Licitação,25386000067202121,Objeto: Importação vacina poliomielite tipo 1 e tipo 3,Retificação,36000,Ministério da Saúde,36201,Fundação Oswaldo Cruz,RIO DE JANEIRO,28/01/2021,,13932648.89,COMPRA/SERVIÇOS,1
266,22021,254447,INST NACIONAL DE SAUDE FERNANDES FIGUEIRA,7,Inexigibilidade de Licitação,25384000814202060,Objeto: Contratação de empresa especializada para realizar a manutenção corretiva de 01 (um) Estimulador Neuromuscular da marca Quark.,Publicado,36000,Ministério da Saúde,36201,Fundação Oswaldo Cruz,RIO DE JANEIRO,19/01/2021,,140.0,COMPRA/SERVIÇOS,1
267,22021,323102,AGENCIA NACIONAL DE MINERACAO - DF,7,Inexigibilidade de Licitação,48051000200202126,"Objeto: Participação dos servidores Patricia Nunes Carneiro de Albuquerque, Marco Aurélio Miranda de Alencar, Juliana Silva Falcão de Albuquerque e Pablo Forlan Lima e Silva em curso de capacitação.",Encerrado,32000,Ministério de Minas e Energia,32396,Agência Nacional de Mineração,BRASILIA,22/01/2021,,15800.0,COMPRA/SERVIÇOS,1
268,22021,323116,GERENCIA REGIONAL DA ANM - CE,7,Inexigibilidade de Licitação,48065.000259/2020,"Objeto: Contratação do serviço de abastecimento de água e coleta de esgoto para a Sede da ANM no Ceará. Contrato n. 002/2020 Vigência: prazo indeterminado, podendo ser renovado anualmente.",Publicado,32000,Ministério de Minas e Energia,32396,Agência Nacional de Mineração,FORTALEZA,22/01/2021,,9000.0,COMPRA/SERVIÇOS,1
269,22021,323119,GERENCIA REGIONAL DA ANM - PE,7,Inexigibilidade de Licitação,48058.000004/202,Objeto: Atender despesa com fornecimento de água e tratamento de esgoto,Publicado,32000,Ministério de Minas e Energia,32396,Agência Nacional de Mineração,RECIFE,27/01/2021,,15000.0,COMPRA/SERVIÇOS,1
270,22021,344002,FUNDACAO JOAQUIM NABUCO,7,Inexigibilidade de Licitação,000006/2021-30,"Objeto: Pagamento referente à DAM (Documento de Arrecadação Municipal), para os serviços de podas e erradicação de árvores.",Anulação,26000,Ministério da Educação,26292,Fundação Joaquim Nabuco,RECIFE,13/01/2021,,7000.0,COMPRA/SERVIÇOS,1
271,22021,373072,SUPERINT.ESTADUAL DO R.G.DO SUL-INCRA/SR-11,7,Inexigibilidade de Licitação,54000002388202145,"Objeto: Fornecimento de água, coleta e tratamento de esgotos sanitários para a sede e garagem desta Regional",Publicado,22000,"Ministério da Agricultura, Pecuária e Abastec",22201,Instituto Nacional de Colonização e Reforma A,PORTO ALEGRE,12/01/2021,,40000.0,COMPRA/SERVIÇOS,1
272,22021,373080,SUPERINTEND.ESTADUAL DE GOIAS-INCRA/SR-04,7,Inexigibilidade de Licitação,54000004187202182,"Objeto: Inexigibilidade de Licitação, objetivando atender despesas com publicações oficiais do INCRA/GO no Diário Oficial do Estado de Goiás, por intermédio da AGECOM   Agência Goiana de Comunicação, durante o exercício de 2021.",Publicado,22000,"Ministério da Agricultura, Pecuária e Abastec",22201,Instituto Nacional de Colonização e Reforma A,GOIANIA,25/01/2021,,3000.0,COMPRA/SERVIÇOS,1
273,22021,393021,SUPERINTENDENCIA REG. NO ESTADO RN - DNIT,7,Inexigibilidade de Licitação,50614000135202168,"Objeto: Contratação da COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE - COSERN, CNPJ Nº 08.324.196/0001-81, para fornecimento de energia elétrica ao DNIT RN no exercício de 2021.",Publicado,39000,Ministério da Infraestrutura,39252,Departamento Nacional de Infraestrutura de Tr,NATAL,19/01/2021,,250000.0,COMPRA/SERVIÇOS,1
274,22021,393029,SUPERINTENDENCIA REG. NO ESTADO PE - DNIT,7,Inexigibilidade de Licitação,50604000047202185,"Objeto: Contratação de Companhia Pernambucana de Saneamento - COMPESA, referente ao serviço de abastecimento de água e tratamento de esgoto para os imóveis da Superintendência Regional do DNIT/PE.",Encerrado,39000,Ministério da Infraestrutura,39252,Departamento Nacional de Infraestrutura de Tr,RECIFE,11/01/2021,,76000.0,COMPRA/SERVIÇOS,1
275,22021,423034,ESCRITORIO DE REPRESENTACAO DO IBRAM/MG-ES,7,Inexigibilidade de Licitação,01415000095201385,"Objeto: Contratação dos serviços de fornecimento de água e coleta de esgotos, para atendimento das necessidades do Museu  Regional de Caeté, unidade integrante do Ibram.",Encerrado,54000,Ministério do Turismo,42207,Instituto Brasileiro de Museus,BELO HORIZONTE,29/01/2021,,1158.17,COMPRA/SERVIÇOS,1
276,22021,530001,MDR/SE/SAD/ADMINISTRACAO GERAL,7,Inexigibilidade de Licitação,59000028368202037,"Objeto: Evento de treinamento e capacitação denominado 'ELABORAÇÃO DE ESTUDOS TÉCNICOS PRELIMINARES, TERMO DE REFERÊNCIA E PROJETO BÁSICO - UMA ABORDAGEM PRÁTICA. DE ACORDO COM A IN 05/2017 E CONFORME AS DIRETRIZES DA NOVA IN 40/2020 , a ser realizado pela Empresa ONE CURSOS - TREINAMENTO, DESENVOLVIMENTO E CAPACITAÇÃO LTDA., nos dias 25 a 29 de janeiro de 2021 - EAD (AO VIVO), com carga horária total de 24 (vinte e quatro) horas.",Encerrado,53000,Ministério do Desenvolvimento Regional,53000,Ministério do Desenvolvimento Regional - Unid,BRASILIA,22/01/2021,,4950.0,COMPRA/SERVIÇOS,1
277,22021,711100,CENTRO DE COMUNICACAO SOCIAL DA MARINHA,7,Inexigibilidade de Licitação,0002/2021,Objeto: Curso de pós graduação lato senso - MBA em marketing e comunicação digital no IESB.,Encerrado,52000,Ministério da Defesa,52131,Comando da Marinha,BRASILIA,20/01/2021,,5395.3,COMPRA/SERVIÇOS,1
278,22021,781312,CAPITANIA FLUVIAL DE MINAS GERAIS,7,Inexigibilidade de Licitação,81312-000002/2021,Objeto: Prestação de Serviço de Correios.,Encerrado,52000,Ministério da Defesa,52131,Comando da Marinha,BELO HORIZONTE,20/01/2021,,3000.0,COMPRA/SERVIÇOS,1
279,22021,783330,CAPITANIA DOS PORTOS DA PARAIBA,7,Inexigibilidade de Licitação,63037002719201815,Objeto: Serviço de Diagnóstico por Imagem.,Publicado,52000,Ministério da Defesa,52131,Comando da Marinha,JOAO PESSOA,14/01/2021,,33651.47,COMPRA/SERVIÇOS,1
280,22021,785344,DELEGACIA DA CAPITANIA DOS PORTOS EM ITAJAI,7,Inexigibilidade de Licitação,85344-0020/2021,Objeto: Atendimento aos usuários do Sistema de Saúde da Marinha na área de radioterapia referente ao mês DEZ2020,Publicado,52000,Ministério da Defesa,52131,Comando da Marinha,ITAJAI,25/01/2021,,24533.75,COMPRA/SERVIÇOS,1
281,22021,795400,BATALHAO DE OPERACOES ESPECIAIS DE FN,7,Inexigibilidade de Licitação,022021,Objeto: Fornecimento de água e coleta de esgoto,Encerrado,52000,Ministério da Defesa,52131,Comando da Marinha,RIO DE JANEIRO,26/01/2021,,10486.8,COMPRA/SERVIÇOS,1
282,32020,114639,UNIDADE ESTADUAL DO IBGE EM TOCANTINS,7,Inexigibilidade de Licitação,20720000140202032,Objeto: Prestação de serviços de transporte de encomendas e correspondências (correios e malote) para a Unidade Estadual do IBGE no Tocantins e suas Agências.,Publicado,25000,Ministério da Economia,25205,Fundação Instituto Brasileiro de Geografia e ,PALMAS,15/01/2021,,171298.8,COMPRA/SERVIÇOS,1
283,32020,135058,EMBRAPA/SGE-GCIN,7,Inexigibilidade de Licitação,21148.010414/2020,"Objeto: Contratação de acesso ao Portal Judicial da Caixa; Fundamento Legal: Art. 30, Caput da Lei 13.303/2016",Encerrado,22000,"Ministério da Agricultura, Pecuária e Abastec",22202,Empresa Brasileira de Pesquisa Agropecuária,BRASILIA,20/01/2021,,0.01,COMPRA/SERVIÇOS,1
284,32020,160441,28 GRUPO DE ARTILHARIA DE CAMPANHA,7,Inexigibilidade de Licitação,64559006334202015,"Objeto: Credenciamento 01/2020: Credenciamento de Organizações Civis de Saúde para a prestação de serviços de assistência médico-hospitalares, ambulatorial, atendimento de emergência/urgência em regime de 24h diárias, pré-hospitalar, odontologia, internação domiciliar, evacuação, laboratório, odontológico, diagnóstico e reabilitação, em caráter complementar, aos militares e dependentes que tiverem direito à assistência médico-hospitalar, nos termos da Lei n.º 6.880, de 1980.",Publicado,52000,Ministério da Defesa,52121,Comando do Exército,CRICIUMA,05/01/2021,,2000000.0,COMPRA/SERVIÇOS,1
285,32021,110097,SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL,7,Inexigibilidade de Licitação,00588001853202067,Objeto: Contratação de servuiço de administração de condomínio em proveito da Superintendência de Administração do Rio Grande do Sul.,Publicado,63000,Advocacia-Geral da União,63000,Advocacia-Geral da União - Unidades com víncu,PORTO ALEGRE,11/01/2021,,33600.0,COMPRA/SERVIÇOS,1
286,32021,112408,HOSPITAL DAS FORCAS ARMADAS,7,Inexigibilidade de Licitação,60550004168202041,"Objeto: Contratação do Serviço de manutenção preventiva, corretiva e as qualificações (instalação, desempenho e operação) com  fornecimento e aplicação de peças originais dos equipamentos da Marca SANDERS DO BRASIL para a Seção de Enfermagem do Centro de Material de Esterilização (CME)/DTS do Hospital das Forças Armadas.",Publicado,52000,Ministério da Defesa,52000,Ministério da Defesa - Unidades com vínculo d,BRASILIA,26/01/2021,,224183.0,COMPRA/SERVIÇOS,1
287,32021,113216,REPRESENTACAO REGIONAL RIO DE JANEIRO - ANAC,7,Inexigibilidade de Licitação,00058002045202196,"Objeto: Inscrição do servidor HUGO VELTER, no evento EAD 'Gestão Imobiliária com Ênfase no Spiunet - Atualizado pela Portaria Conjunta 38, de 31.07.2020', que se dará nos dias 01 a 04/02/2021.",Retificação,39000,Ministério da Infraestrutura,62201,Agência Nacional de Aviação Civil,RIO DE JANEIRO,29/01/2021,,1690.0,COMPRA/SERVIÇOS,1
288,32021,114702,FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA,7,Inexigibilidade de Licitação,04600004055202032,"Objeto: Contratação de docente para planejamento e facilitação de Oficinas do Curso para Novos Prefeitos, no período de 27/01 a 25/03/2021, na modalidade remota.",Encerrado,25000,Ministério da Economia,20202,Fundação Escola Nacional de Administração Púb,BRASILIA,15/01/2021,,11475.0,COMPRA/SERVIÇOS,1
289,32021,130060,"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/ES",7,Inexigibilidade de Licitação,21018005969202018,"Objeto: Contratação de empresa de serviço de fornecimento de energia elétrica, durante o exercício de 2021, para atender a demanda da unidade de Colatina, Dif. Wanderley, localizado na Av. Getúlio Vargas n] 307 - Colatina ES nas salas 200, 210, 212, 214 e 216, unidade li8gada a esta SFA/ES",Publicado,22000,"Ministério da Agricultura, Pecuária e Abastec",22000,"Ministério da Agricultura, Pecuária e Abastec",VITORIA,14/01/2021,,3500.0,COMPRA/SERVIÇOS,1
290,32021,130063,"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/RJ",7,Inexigibilidade de Licitação,21044004701202033,"Objeto: Contratação de empresa especializada no fornecimento de água e tratamento de esgoto em proveito da SFA-RJ e suas descentralizadas, na cidade de Campos dos Goytacases.",Publicado,22000,"Ministério da Agricultura, Pecuária e Abastec",22000,"Ministério da Agricultura, Pecuária e Abastec",RIO DE JANEIRO,05/01/2021,,9491.1,COMPRA/SERVIÇOS,1
291,32021,130072,"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/SC",7,Inexigibilidade de Licitação,21050000480201910,Objeto: Contratação de serviço de fornecimento de água e coleta de esgoto com a COMPANHIA CATARINENSE DE ÁGUA E SANEAMENTO - CASAN em proveito desta Superintendência Federal de Agricultura em SC código nº 22845,Publicado,22000,"Ministério da Agricultura, Pecuária e Abastec",22000,"Ministério da Agricultura, Pecuária e Abastec",SAO JOSE,27/01/2021,,70000.0,COMPRA/SERVIÇOS,1
292,32021,133083,UNIDADE AVANCADA DE CONCEICAO DO ARAGUAIA,7,Inexigibilidade de Licitação,54000.054760/2020,Objeto: Aquisição de serviços PJ - Telefonia fixa.,Encerrado,22000,"Ministério da Agricultura, Pecuária e Abastec",22201,Instituto Nacional de Colonização e Reforma A,CONCEICAO DO ARAGUAIA,29/01/2021,,100.0,COMPRA/SERVIÇOS,1
293,32021,153052,UNIVERSIDADE FEDERAL DE GOIAS,7,Inexigibilidade de Licitação,23070.058698/2020,"Objeto: Contratação de empresa para fornecimento de água tratada, coleta e tratamento de esgoto das instalações dos Campus Colemar Natal e Silva, Campus Samambaia, Campus Aparecida de Goiânia, Cidade de Goiás, Firminópolis e demais edificações, cujas faturas são emitidas em nome da Universidade Federal de Goiás, para o ano de 2021.",Publicado,26000,Ministério da Educação,26235,Universidade Federal de Goiás,GOIANIA,13/01/2021,,2956233.65,COMPRA/SERVIÇOS,1
294,32021,153079,UNIVERSIDADE FEDERAL DO PARANA,7,Inexigibilidade de Licitação,23075002976202181,"Objeto: Serviços de desmontagem, travamento e embalagem do Microscópio Eletrônico de Varredura, com a reinstalação em um novo local, destravamento e Instalação Completa. Também a desinstalação do Detector de EDS e armazenamento correto e reinstalação do EDS, calibração de imagem e energia conforme procedimento da Oxford, realizando a configuração do equipamento completo Mev e EDS e testes de performance de fábrica para avaliar condição do equipamento no novo Local",Encerrado,26000,Ministério da Educação,26241,Universidade Federal do Paraná,CURITIBA,29/01/2021,,15612.0,COMPRA/SERVIÇOS,1
295,32021,153114,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,7,Inexigibilidade de Licitação,23078533323201814,Objeto: Serviços de administração de condomínio,Publicado,26000,Ministério da Educação,26244,Universidade Federal do Rio Grande do Sul,PORTO ALEGRE,05/01/2021,,65000.0,COMPRA/SERVIÇOS,1
296,32021,154004,FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR,7,Inexigibilidade de Licitação,23038018628201958,"Objeto: Assinatura de jornais e periódicos acesso sistema on-line. A CONTRATAÇÃO da Inexigibilidade de licitação é de US$ 2.393.440,00 (dois milhões trezentos e noventa e três mil quatrocentos e quarenta dólares americanos), que convertido pela taxa de R$ 5,3176 por dólar americano, no dia 06/01/2021, conforme cotação do Banco Central equivale a R$ 12.727.356,00(doze milhões, setecentos e vinte e sete mil trezentos e cinquenta e seis reais).",Publicado,26000,Ministério da Educação,26291,Fundação Coordenação de Aperfeiçoamento de Pe,BRASILIA,28/01/2021,,2393440.0,COMPRA/SERVIÇOS,1
297,32021,154047,FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS,7,Inexigibilidade de Licitação,23110001542202191,Objeto: Pagamento ART 11092953.,Encerrado,26000,Ministério da Educação,26278,Fundação Universidade Federal de Pelotas,PELOTAS,27/01/2021,,88.78,COMPRA/SERVIÇOS,1
298,32021,158009,INST. FED. DO PARANA/ REITORIA,7,Inexigibilidade de Licitação,23411.001516/2015,Objeto: Estimativa de despesa com fornecimento de água e coleta de esgoto para o Campus Avançado Barracão no Exercício de 2021.,Publicado,26000,Ministério da Educação,26432,Instituto Federal do Paraná,CURITIBA,06/01/2021,,9600.0,COMPRA/SERVIÇOS,1
299,32021,158126,"INST.FED.DE EDUC.,CIE.E TEC.SUL-RIO-GRANDENSE",7,Inexigibilidade de Licitação,23163000128202149,"Objeto: Contratação de pessoa jurídica especializada na prestação de serviços de fornecimento de água e serviço de esgoto para o Câmpus Avançado Novo Hamburgo do Instituto Federal Sul-riograndense no endereço Rua Pinheiro  Machado, 205. Bairro Industrial CEP 93320-490, Novo Hamburgo/RS.",Publicado,26000,Ministério da Educação,26436,Instituto Federal Sul-rio-grandense,PELOTAS,26/01/2021,,8400.0,COMPRA/SERVIÇOS,1
300,32021,158137,"INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG",7,Inexigibilidade de Licitação,23343000088202117,"Objeto: Prestação de serviço de fornecimento de energia elétrica - Reitoria - IFSULDEMINAS, exercício 2021",Publicado,26000,Ministério da Educação,26412,Instituto Federal do Sul de Minas Gerais,POUSO ALEGRE,15/01/2021,,25618.2,COMPRA/SERVIÇOS,1
301,32021,158151,"INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO",7,Inexigibilidade de Licitação,23147000022202191,"Objeto: Pagamento das despesas referentes às taxas de licenciamento, e seguros obrigatórios, dos veículos oficiais da Reitoria, conforme valores estimados e inclusos no Plano Anual de Contratação-EXERCÍCIO 2021.",Publicado,26000,Ministério da Educação,26406,Instituto Federal do Espírito Santo,VITORIA,15/01/2021,,5000.0,COMPRA/SERVIÇOS,1
302,32021,158418,INST.FED. ESPIRITO SANTO/CAMPUS CACHOEIRO,7,Inexigibilidade de Licitação,23151000187202192,Objeto: Contratação de serviços de assinatura do Diário Oficial da União (DOU) e serviços de publicações de matérias de caráter oficial do Ifes Campus Cachoeiro de Itapemirim para o exercício de 2021.,Encerrado,26000,Ministério da Educação,26406,Instituto Federal do Espírito Santo,CACHOEIRO DE ITAPEMIRIM,28/01/2021,,1.0,COMPRA/SERVIÇOS,1
303,32021,158421,INST.FED. ESPIRITO SANTO/CAMPUS CARIACICA,7,Inexigibilidade de Licitação,23152001703202047,"Objeto: Cesan, Inexigibilidade para atender às despesas de abastecimento de água do Ifes campus Cariacica",Encerrado,26000,Ministério da Educação,26406,Instituto Federal do Espírito Santo,CARIACICA,14/01/2021,,100.0,COMPRA/SERVIÇOS,1
304,32021,158423,INST.FED. ESPIRITO SANTO/CAMPUS SAO MATEUS,7,Inexigibilidade de Licitação,23157000181202151,"Objeto: Contratação de serviços de assinatura do Diário Oficial da União e serviços de publicações de matérias de  caráter oficial do Ifes Campus São Mateus, para o exercício de 2021.",Encerrado,26000,Ministério da Educação,26406,Instituto Federal do Espírito Santo,SAO MATEUS,27/01/2021,,1.0,COMPRA/SERVIÇOS,1
305,32021,158426,INST.FED. ESPIRITO SANTO/CAMPUS SANTA TERESA,7,Inexigibilidade de Licitação,23156000028202161,Objeto: Pagamento de despesas com telefonia móvel.,Encerrado,26000,Ministério da Educação,26406,Instituto Federal do Espírito Santo,SANTA TERESA,21/01/2021,,1500.0,COMPRA/SERVIÇOS,1
306,32021,158428,INST.FED. ESPIRITO SANTO/CAMPUS IBATIBA,7,Inexigibilidade de Licitação,23184000049202134,"Objeto: Fornecimento de água ao campus Ibatiba, durante o exercício de 2021.",Encerrado,26000,Ministério da Educação,26406,Instituto Federal do Espírito Santo,IBATIBA,27/01/2021,,24000.0,COMPRA/SERVIÇOS,1
307,32021,158429,INST.FED. ESPIRITO SANTO/CAMPUS V.N. DO IMIGR,7,Inexigibilidade de Licitação,23186000032202105,"Objeto: Inexigibilidade de licitação para o atendimento das despesas com serviços de fornecimento de energia elétrica para o Ifes - Campus Venda Nova do Imigrante, durante o exercício de 2021.",Publicado,26000,Ministério da Educação,26406,Instituto Federal do Espírito Santo,VENDA NOVA DO IMIGRANTE,22/01/2021,,200000.0,COMPRA/SERVIÇOS,1
308,32021,158499,INST.FED.SERTAO PERNAMBUCANO/CAMPUS PETROLINA,7,Inexigibilidade de Licitação,23300000035202011,Objeto: Licenciamento dos veiculos do Campus petrolina junto ao DETRAN PE para atender legalidade quanto ao livre transito dos veículos da frota do Campus no tocante ao exercício 2021,Encerrado,26000,Ministério da Educação,26430,Instituto Federal do Sertão de Pernambuco,PETROLINA,21/01/2021,,1079.7,COMPRA/SERVIÇOS,1
